1	O75791	29.412	51	35	1	23	73	67	116	4.99e-05	33.7
1	P42684	23.256	86	58	3	12	96	170	248	9.19e-05	33.0
1	O00459	33.333	24	16	0	19	42	627	650	1.20e-04	32.6
1	Q8IZW8	36.364	44	23	3	16	56	450	491	1.34e-04	32.6
1	Q92569	40.000	25	15	0	19	43	363	387	5.84e-04	30.7
1	O43639	18.605	86	60	3	15	99	286	362	6.78e-04	30.3
1	P42684	23.077	91	62	3	7	96	165	248	1.69e-29	103
1	O43639	18.605	86	60	3	15	99	286	362	8.63e-28	97.5
1	P00519	23.077	91	62	3	7	96	119	202	7.18e-26	93.3
1	P16333	17.172	99	71	4	3	99	270	359	9.84e-25	89.1
1	O75791	26.190	84	53	4	15	97	58	133	1.61e-21	80.2
1	P62993	25.743	101	65	5	4	102	49	141	3.81e-19	72.1
1	Q13588	28.125	96	59	5	4	97	49	136	2.48e-18	69.8
1	P08631	21.359	103	65	4	6	98	132	228	7.74e-14	59.0
1	P06239	22.581	93	59	4	14	99	126	212	7.79e-14	59.0
1	P41240	22.619	84	56	3	14	96	81	156	1.18e-13	58.2
1	P06241	15.789	95	68	3	15	103	150	238	1.49e-13	58.2
1	P42685	19.318	88	61	4	14	98	115	195	3.22e-13	57.1
1	Q9H3Y6	18.824	85	60	3	15	97	121	198	6.59e-13	56.3
1	P07947	16.667	90	63	3	15	98	159	242	8.59e-13	55.9
1	P07948	19.588	97	66	3	15	105	130	220	9.23e-13	55.9
1	P09769	17.778	90	62	3	15	98	145	228	1.15e-12	55.6
1	A6NKC9	18.391	87	63	4	14	99	50	129	4.35e-12	54.0
1	Q06124	23.256	86	56	5	15	98	6	83	5.51e-12	53.6
1	Q06124	20.430	93	60	4	15	98	112	199	1.57e-10	49.4
1	Q8TC17	29.412	51	34	2	4	52	49	99	9.10e-12	50.9
1	Q8IZW8	32.558	43	28	1	15	56	449	491	1.16e-11	52.9
1	P52735	18.605	86	61	3	13	97	671	748	2.85e-11	51.7
1	P12931	20.000	90	60	3	15	98	152	235	4.46e-11	50.9
1	P15498	21.591	88	60	3	12	98	668	747	4.49e-11	50.9
1	P52757	21.739	92	57	4	2	93	51	127	7.79e-11	50.5
1	Q7M4L6	24.390	82	56	3	15	96	324	399	1.31e-10	49.8
1	Q92569	22.449	98	63	5	2	98	349	434	2.00e-10	49.4
1	Q92569	22.892	83	55	3	15	96	66	140	1.88e-08	43.6
1	P51451	17.978	89	62	3	15	98	125	207	2.08e-10	49.0
1	P29350	24.419	86	55	4	15	98	4	81	2.47e-10	49.0
1	P29350	19.355	93	59	3	15	98	111	196	2.30e-08	43.2
1	P46109	19.277	83	59	2	15	97	15	89	2.82e-10	48.6
1	P20936	14.458	83	62	2	15	96	182	256	4.10e-10	48.2
1	P20936	20.930	86	58	4	15	98	351	428	3.36e-08	42.8
1	Q14449	21.348	89	62	5	13	97	437	521	4.56e-10	48.2
1	O00459	17.647	85	62	3	15	99	623	699	4.69e-10	48.2
1	O00459	21.429	84	57	3	15	97	331	406	7.01e-08	42.1
1	Q9H6Q3	13.684	95	69	4	11	98	90	178	4.73e-10	47.8
1	Q13239	15.385	91	66	4	11	98	80	162	5.06e-10	47.8
1	Q92835	21.429	84	63	3	16	98	7	88	7.54e-10	47.5
1	Q14451	21.348	89	58	5	15	97	431	513	9.54e-10	47.5
1	Q96IW2	22.093	86	60	4	12	96	237	316	1.30e-09	46.7
1	Q9UN19	20.455	88	59	4	15	100	36	114	1.95e-09	46.3
1	P42680	24.242	99	63	5	12	103	244	337	2.15e-09	46.3
1	P42681	20.202	99	65	5	12	103	147	238	2.27e-09	46.3
1	P46108	19.355	93	64	2	15	97	14	105	2.29e-09	45.9
1	P16591	17.778	90	62	4	8	96	453	531	2.54e-09	46.3
1	O14543	17.647	85	69	1	15	99	47	130	2.88e-09	45.5
1	O14508	23.256	86	61	2	15	98	49	131	3.25e-09	45.2
1	Q9UKW4	15.116	86	64	3	13	97	670	747	3.83e-09	45.5
1	P98077	23.256	86	54	5	14	98	486	560	5.88e-09	45.2
1	O14544	20.430	93	68	3	7	98	376	463	5.89e-09	45.2
1	Q63HR2	18.557	97	60	3	15	96	1140	1232	5.97e-09	45.2
1	O75815	17.241	87	67	4	13	97	152	235	6.28e-09	45.2
1	P43405	18.605	86	61	3	15	98	16	94	6.34e-09	45.2
1	P43405	15.909	88	63	5	12	96	165	244	4.52e-08	42.5
1	Q5SQS7	26.087	92	60	4	14	104	324	408	8.23e-09	44.8
1	Q9HBL0	28.302	53	36	2	5	56	1454	1505	1.06e-08	44.4
1	P16885	18.478	92	63	4	15	98	532	619	1.08e-08	44.4
1	P16885	24.706	85	54	5	15	98	647	722	1.29e-08	44.0
1	Q68CZ2	27.451	51	37	0	5	55	1163	1213	1.61e-08	44.0
1	P51813	23.158	95	61	5	13	101	294	382	1.91e-08	43.6
1	Q13882	22.989	87	57	4	14	97	77	156	2.15e-08	43.2
1	O15357	22.059	68	51	2	32	99	40	105	2.21e-08	43.6
1	O75159	15.294	85	68	3	15	99	382	462	2.23e-08	43.2
1	P42679	17.442	86	62	3	14	98	121	198	2.67e-08	43.2
1	P29353	23.810	84	52	5	14	96	487	559	2.90e-08	43.2
1	P27986	21.429	84	57	3	15	97	334	409	4.31e-08	42.5
1	P27986	22.222	81	55	3	17	97	627	699	4.57e-08	42.5
1	Q06187	24.490	98	60	5	13	103	279	369	6.01e-08	42.1
1	P19174	21.429	84	56	3	21	98	562	641	6.20e-08	42.1
1	O15524	20.930	86	59	2	15	99	80	157	7.10e-08	41.7
1	Q8WXH5	16.092	87	69	3	15	101	287	369	8.43e-08	41.7
1	O14796	19.318	88	67	4	14	99	4	89	8.66e-08	40.5
1	Q9NSE2	23.404	94	65	3	15	105	83	172	8.67e-08	41.7
1	Q92529	19.792	96	65	5	5	99	489	573	1.15e-07	41.3
1	Q96JZ2	22.093	86	57	5	15	98	34	111	1.16e-07	41.3
1	P43403	18.841	69	52	3	15	80	11	78	1.17e-07	41.3
1	O14512	21.569	51	39	1	15	65	401	450	1.21e-07	41.3
1	Q7Z7G1	22.115	104	70	6	3	97	292	393	1.46e-07	40.9
1	Q5VZ18	22.581	93	65	4	12	103	392	478	1.55e-07	40.9
1	Q13322	18.812	101	70	5	4	97	480	575	1.61e-07	40.9
1	Q7Z4S9	21.505	93	64	4	10	96	60	149	3.00e-07	39.8
1	P51692	26.316	38	28	0	19	56	598	635	3.34e-07	40.1
1	P42229	26.316	38	28	0	19	56	598	635	3.47e-07	40.1
1	Q6S5L8	25.000	48	33	2	15	62	527	571	3.48e-07	40.1
1	Q8N5H7	16.092	87	68	4	13	97	218	301	3.70e-07	40.1
1	Q9BRG2	17.442	86	66	4	13	96	13	95	4.95e-07	39.4
1	Q15464	15.909	88	62	4	12	96	407	485	9.93e-07	38.6
1	O60880	15.116	86	70	3	15	99	7	90	2.30e-06	36.7
1	Q9H788	20.000	95	66	5	14	105	346	433	2.59e-06	37.4
1	P52630	23.457	81	48	2	19	97	581	649	4.76e-06	36.7
1	Q9NP31	21.505	93	64	5	14	104	94	179	5.68e-06	36.3
